"imdbid","title","budget","gross","release_date","directors","producers","actors"
"0104147","All for the Winner",,"4.1326156E7",,"Corey Yuen, Jeffrey Lau","Corey Yuen, Jeffrey Lau","Corey Yuen, Jeffrey Lau, Paul Chun, Sandra Ng, Stephen Chow"
,"Night at the Museum: Battle of the Smithsonian","1.5E8","4.131E8",,"Shawn Levy","Chris Columbus, Shawn Levy","Alain Chabat, Amy Adams, Ben Stiller, Hank Azaria, Owen Wilson, The Lord Haden-Guest"
,"Happy Gilmore","1.2E7","4.12E7",,"Dennis Dugan","Robert Simonds","Adam Sandler, Carl Weathers, Christopher McDonald, Julie Bowen"
,"The Bodyguard (1992 film)","2.5E7","4.11E8",,"Mick Jackson","Kevin Costner, Lawrence Kasdan","Kevin Costner, Ralph Waite, Whitney Houston"
,"Arlington Road","3.1E7","4.11E7",,"Mark Pellington","Peter Samuelson","Jeff Bridges, Robert Gossett"
,"Paws of Fury: The Legend of Hank","4.5E7","4.11E7",,"Chris Bailey, Rob Minkoff","Rob Minkoff","Aasif Mandvi, Djimon Hounsou, Gabriel Iglesias, George Takei, Mel Brooks, Michelle Yeoh, Ricky Gervais"
"0424823","Balls of Fury",,"4.11E7",,"Robert Ben Garant","Gary Barber, Jonathan Glickman, Roger Birnbaum, Thomas Lennon","Christopher Walken, Dan Fogler, George Lopez, Robert Patrick, Thomas Lennon"
,"Batman (1989 film)","4.8E7","4.116E8",,"Tim Burton","Jon Peters, Peter Guber","Billy Dee Williams, Jack Nicholson, Jack Palance, Kim Basinger, Michael Gough, Michael Keaton, Pat Hingle"
,"Kingsman: The Golden Circle","1.04E8","4.109E8",,"Matthew Vaughn","Matthew Vaughn","Channing Tatum, Colin Firth, Elton John, Halle Berry, Jeff Bridges, Julianne Moore, Mark Strong, Taron Egerton"
,"Enter the Dragon","850000.0","4.0E8",,"Robert Clouse","Fred Weintraub, Paul Heller, Raymond Chow Man-wai","Ahna Capri, Bruce Lee, Jim Kelly, John Saxon, Robert Wall, Shih Kien"
,"Memento (film)","9000000.0","4.0E7",,"Christopher Nolan","Jennifer Todd, Suzanne Todd","Harriet Sansom Harris, Jorja Fox, Stephen Tobolowsky"
,"The Secret Garden (1993 film)",,"4.0E7",,"Agnieszka Holland","Fred Roos, Frederic S. Fuchs, Tom Luddy","Andrew Knott, Heydon Prowse, Kate Maberly, Maggie Smith"
"0062362","Thoroughly Modern Millie","6000000.0","4.0E7",,"George Roy Hill","Ross Hunter","Beatrice Lillie, Carol Channing, Julie Andrews"
,"Fierce Creatures","2.5E7","4.0E7",,"Fred Schepisi, Robert Young","John Cleese, Michael Shamberg","Carey Lowell, Jamie Lee Curtis, John Cleese, Kevin Kline, Michael Palin, Robert Lindsay, Ronnie Corbett"
,"Chilly Scenes of Winter (film)","3000000.0","4.0E7",,"Joan Micklin Silver","Amy Robinson, Griffin Dunne, Mark Metcalf","Gloria Grahame, John Heard, Kenneth McMillan, Mary Beth Hurt, Peter Riegert"
"0198021","Where the Heart Is (2000 film)","1.5E7","4.0E7",,"Matt Williams","David McFadzean, Matt Williams, Susan Cartsonis","Ashley Judd, Natalie Portman, Stockard Channing"
,"Gone in 60 Seconds (1974 film)","150000.0","4.0E7",,"H. B. Halicki","H. B. Halicki","H. B. Halicki"
,"The Secret Life of Bees (film)","1.1E7","4.0E7",,"Gina Prince-Bythewood","Lauren Shuler Donner, Will Smith","Alicia Keys, Dakota Fanning, Jennifer Hudson, Paul Bettany, Queen Latifah, Sophie Okonedo"
,"Bless the Child","6.5E7","4.0E7",,"Chuck Russell","Mace Neufeld","Angela Bettis, Christina Ricci, Ian Holm, Jimmy Smits, Kim Basinger"
,"The Carpetbaggers (film)","3300000.0","4.0E7",,"Edward Dmytryk","Joseph E. Levine","Alan Ladd, Archibald Lee Wright, Archie Moore, Carroll Baker, Elizabeth Ashley, George Peppard, Leif Erickson, Lew Ayres, Martha Hyer, Martin Balsam, Ralph Taeger"
,"Sing 2","8.5E7","4.09E8",,"Garth Jennings","Chris Meledandri, Janet Healy","Bobby Cannavale, Bono, Chelsea Peretti, Eric André, Halsey, Letitia Wright, Nick Offerman, Pharrell Williams, Reese Witherspoon, Scarlett Johansson, Taron Egerton, Tori Kelly"
,"Ace of Aces (1982 film)","6100000.0","4.09E7",,"Gérard Oury","Alain Poiré, Horst Wendlandt","Frank Hoffmann, Günter Meisner, Jean-Paul Belmondo, Marie-France Pisier"
"0101969","Grand Canyon (1991 film)",,"4.0991329E7",,"Lawrence Kasdan","Lawrence Kasdan","Alfre Woodard, Danny Glover, Kevin Kline, Mary McDonnell, Mary-Louise Parker, Steve Martin"
"0116426","The God of Cookery",,"4.0861655E7",,"Stephen Chow","Stephen Chow","Karen Mok, Stephen Chow"
,"Signs (2002 film)","7.2E7","4.082E8",,"M. Night Shyamalan","Kathleen Kennedy, M. Night Shyamalan","Abigail Breslin, Cherry Jones, Joaquin Phoenix, M. Night Shyamalan, Mel Gibson, Rory Culkin"
,"The Vengeance Trilogy","1.15E7","4.07E7",,"Park Chan-wook","Jo Yeong-wook","Bae Doona, Choi Min-sik, Lee Young-ae, Shin Ha-kyun, Song Kang-ho"
,"X2 (film)","110.0","4.077E8",,"Bryan Singer","Lauren Shuler Donner, Ralph Winter","Alan Cumming, Anna Paquin, Brian Cox, Bruce Davison, Famke Janssen, Halle Berry, Hugh Jackman, Ian McKellen, James Marsden, Patrick Stewart, Rebecca Romijn"
,"Twilight (2008 film)","3.7E7","4.071E8",,"Catherine Hardwicke","Mark Morgan, Wyck Godfrey","Billy Burke, Kristen Stewart, Peter Facinelli"
,"The Wolf of Wall Street (2013 film)","1.0E8","4.06E8",0000-12-31T00:00:00Z,"Martin Scorsese","Emma Tillinger Koskoff, Joey McFarland, Leonardo DiCaprio, Martin Scorsese, Riza Aziz","Aya Cash, Jean Dujardin, Jon Favreau, Jonah Hill, Kyle Chandler, Leonardo DiCaprio, Margot Robbie, Rob Reiner"
,"Three Fugitives","1.5E7","4.06E7",,"Francis Veber","Lauren Shuler Donner","James Earl Jones, Martin Short, Nick Nolte"
,"Spiral (2021 film)","2.0E7","4.06E7",,"Darren Lynn Bousman","Mark Burg, Oren Koules","Chris Rock, Marisol Nichols, Max Minghella"
,"Once Upon a Time in Hong Kong (2021 film)","3.3E8","4.062E7",,"Wong Jing","Stanley Tong, Wong Jing","Francis Ng, Gordon Lam, Louis Koo"
,"Jagged Edge (film)","1.5E7","4.05E7",,"Richard Marquand","Martin Ransohoff","Glenn Close, Jeff Bridges, Robert Loggia"
"0091790","Pretty in Pink","9000000.0","4.05E7",,"Howard Deutch","Lauren Shuler Donner","Andrew McCarthy, Annie Potts, James Spader, Jon Cryer, Molly Ringwald"
,"Fantastic Beasts: The Secrets of Dumbledore","2.0E8","4.052E8",,"David Yates","J. K. Rowling, Lionel Wigram, Steve Kloves","Alison Sudol, Dan Fogler, Eddie Redmayne, Jessica Williams, Jude Law, Katherine Waterston, Mads Mikkelsen"
,"The Ringer (2005 film)","2.0E7","4.04E7",,"Barry W. Blaustein","Bobby Farrelly, John Jacobs, Peter Farrelly","Brian Cox, Johnny Knoxville, Katherine Heigl"
,"Reds (film)","3.2E7","4.04E7",,"Warren Beatty","Warren Beatty","Diane Keaton, Edward Herrmann, Jack Nicholson, Jerzy Kosiński, Maureen Stapleton, Paul Sorvino, Warren Beatty"
,"The Witch (2015 film)","4000000.0","4.04E7",,"Robert Eggers","Lars Knudsen","Anya Taylor-Joy, Kate Dickie, Ralph Ineson"
,"Bad Education (2004 film)","5000000.0","4.03E7",,"Pedro Almodóvar","Agustín Almodóvar, Pedro Almodóvar","Fele Martínez, Gael García Bernal, Javier Cámara, Lluís Homar"
,"Blast from the Past (film)","3.5E7","4.03E7",,"Hugh Wilson","Amanda Stern, Hugh Wilson, Renny Harlin","Brendan Fraser, Christopher Walken, Dave Foley, Sissy Spacek"
,"Prometheus (2012 film)","120.0","4.034E8",,"Ridley Scott","David Giler, Ridley Scott, Walter Hill","Charlize Theron, Idris Elba, Logan Marshall-Green, Michael Fassbender, Noomi Rapace"
,"God of Gamblers II",,"4.0342758E7",,"Wong Jing","Jimmy Heung Wah-sing","Charles Heung, Chow Yun-fat, Monica Chan, Stephen Chow"
,"Manhattan (1979 film)","9000000.0","4.02E7",,"Woody Allen","Charles H. Joffe","Anne Byrne, Diane Keaton, Meryl Streep, Michael Murphy, Woody Allen"
,"Million Dollar Arm","2.5E7","4.02E7",,"Craig Gillespie","Joe Roth, Mark Ciardi","Aasif Mandvi, Alan Arkin, Jon Hamm, Suraj Sharma"
,"The Invasion (film)","65.0","4.02E7",,"Oliver Hirschbiegel","Joel Silver","Daniel Craig, Nicole Kidman, Veronica Cartwright"
,"Sonic the Hedgehog 2 (film)","90.0","4.027E8",,"Jeff Fowler","Neal H. Moritz","Adam Pally, Ben Schwartz, Colleen O'Shaughnessey, Idris Elba, James Marsden, Lee Majdoub, Natasha Rothwell, Shemar Moore, Tika Sumpter"
,"Eternals (film)","2.0E8","4.021E8",,"Chloé Zhao","Kevin Feige","Angelina Jolie, Barry Keoghan, Gemma Chan, Kit Harington, Kumail Nanjiani, Lauren Ridloff, Lia McHugh, Ma Dong-seok, Richard Madden, Salma Hayek"
,"Snake Eyes (2021 film)","88.0","4.01E7",,"Robert Schwentke","Brian Goldner, Lorenzo di Bonaventura","Andrew Koji, Henry Golding, Iko Uwais, Samara Weaving"
,"Hannah and Her Sisters","6400000.0","4.01E7",,"Woody Allen","Robert Greenhut","Carrie Fisher, Daniel Stern, Dianne Wiest, Lloyd Nolan, Maureen O'Sullivan, Michael Caine, Woody Allen"
,"Funny Lady","8500000.0","4.01E7",,"Herbert Ross","Ray Stark","Barbra Streisand, Ben Vereen, Carole Maureen Wells, James Caan, Omar Sharif, Roddy McDowall"
,"All About Steve","1.5E7","4.01E7",,"Phil Traill","Sandra Bullock","Beth Grant, Bradley Cooper, DJ Qualls, Katy Mixon, Ken Jeong, M. C. Gainey, Sandra Bullock"
,"Roxanne (film)","1.2E7","4.01E7",,"Fred Schepisi","Daniel Melnick","Daryl Hannah, Fred Willard, Michael J. Pollard, Rick Rossovich, Shelley Duvall, Steve Martin"
,"Dune (2021 film)","1.65E8","4.018E8",,"Denis Villeneuve","Cale Boyter, Denis Villeneuve, Mary Parent","Chang Chen, Charlotte Rampling, Dave Bautista, Jason  Momoa, Josh Brolin, Oscar Isaac, Rebecca Ferguson, Stellan Skarsgård, Timothée Chalamet, Zendaya"
,"Uncharted (film)","1.2E8","4.017E8",,"Ruben Fleischer","Avi Arad, Charles Roven","Antonio Banderas, Mark Wahlberg, Sophia Ali, Tati Gabrielle, Tom Holland"
,"All's Well, Ends Well 1997",,"4.016205E7",,"Alfred Cheung","Raymond Wong Pak-ming","Christine Ng, Christy Chung, Francis Ng, Raymond Wong Pak-ming, Roy Chiao, Stephen Chow"
"0113755","Man of the House (1995 film)","2.2E7","4.0070995E7",,"James Joseph Orr","Bonnie Bruckheimer","Chevy Chase, Farrah Fawcett, George Wendt"
,"Tron: Legacy","1.7E8","4.001E8",,"Joseph Kosinski","Steven Lisberger","Bruce Boxleitner, Garrett Hedlund, Jeff Bridges, Michael Sheen, Olivia Wilde"
,"Selfie (2018 film)","2000000.0","4.0",,"Nikolay Khomeriki","Fyodor Bondarchuk","Anna Mikhalkova, Severija Janušauskaitė, Yulia Khlynina"
,"Old Joy","300000.0","399908.0",,"Kelly Reichardt","Lars Knudsen, Mike S. Ryan, Todd Haynes","Daniel London, Will Oldham"
,"On the Way to School","209000.0","399581.0",,"Orhan Eskiköy, Özgür Doğan","Orhan Eskiköy, Özgür Doğan",""
,"Good Dick",,"39924.0",,"Marianna Palka","Jason Ritter","Eric Edelstein, Jason Ritter, Marianna Palka, Mark Webber, Martin Starr, Tom Arnold"
,"Dumplin' (film)","1.3E7","399189.0",,"Anne Fletcher","Jennifer Aniston, Kristin Hahn, Michael Costigan","Bex Taylor-Klaus, Danielle Macdonald, Dove Cameron, Jennifer Aniston, Luke Benward, Maddie Baillio, Odeya Rush"
,"Buy Me (film)","900.0","399.0",,"Vadim Perelman","Fyodor Bondarchuk","Svetlana Ustinova, Yulia Khlynina"
,"She Dies Tomorrow",,"398663.0",,"Amy Seimetz","Aaron Moorhead, Amy Seimetz","Adam Wingard, Chris Messina, Jane Adams, Josh Lucas, Katie Aselton, Kentucker Audley, Michelle Rodriguez, Olivia Taylor Dudley, Tunde Adebimpe"
,"Divine Trash","10000.0","39842.0",,"Steve Yeager","Steve Yeager","Steve Buscemi, Steve Yeager"
,"People's Hero (film)",,"3983421.0",,"Derek Yee","John Sham","Bowie Lam, Elaine Jin, Paul Chun, Ti Lung"
"0029843","The Adventures of Robin Hood","2033000.0","3981000.0",,"Michael Curtiz, William Keighley","Hal B. Wallis, Henry Blanke","Basil Rathbone, Claude Rains, Errol Flynn, Una O'Connor"
,"Desperate Journey","1209000.0","3980000.0",,"Raoul Walsh","Hal B. Wallis","Errol Flynn"
"044324","Above and Beyond (1952 film)","1397000.0","3980000.0",,"Melvin Frank, Norman Panama","Melvin Frank, Norman Panama","Eleanor Parker, James Whitmore, Robert Taylor"
"0016004","Lady Windermere's Fan (1925 film)","320000.0","398000.0",,"Ernst Lubitsch","Darryl F. Zanuck, Ernst Lubitsch","Bert Lytell, Irene Rich, May McAvoy, Ronald Colman"
,"The Bare-Footed Kid",,"3973198.0",1993-04-03,"Johnnie To","Mona Fong, Lady Shaw","Aaron Kwok, Jacklyn Wu, Ti Lung"
"0145734","Playing by Heart","14.0","3970078.0",,"Willard Carroll","Willard Carroll",", Angelina Jolie, Anthony Edwards, Dennis Quaid, Ellen Burstyn, Gena Rowlands, Jay Mohr, Jon Stewart, Madeleine Stowe, Ryan Phillippe"
,"The Show-Off (1934 film)","162000.0","397000.0",1934-03-09,"Charles Reisner","Lucien Hubbard","Madge Evans, Spencer Tracy"
,"The Adjuster","1500000.0","396573.0",,"Atom Egoyan","Robert Lantos","Arsinée Khanjian, David Hemblen, Gabrielle Rose, Jennifer Dale, Maury Chaykin"
,"Memories of Me","1.2E7","3965604.0",1988-10-07,"Henry Winkler","Alan King, Michael Hertzberg","Alan King, JoBeth Williams"
,"Objective, Burma!","1592000.0","3961000.0",,"Raoul Walsh","Jerry Wald","Errol Flynn, James Brown"
,"24 City",,"396044.0",,"Jia Zhangke","Jia Zhangke","Chen Jianbin, Joan Chen, Lü Liping, Zhao Tao"
,"Heroes of the Street","110000.0","396000.0",,"William Beaudine","Harry Rapf",""
,"Amin (film)","4000000.0","396.0",,"Philippe Faucon","Olivier Père",""
"0113588","Trouble Maker (film)",,"3955293.0",,"Chu Yen-ping","Wong Jing","Athena Chu, Takeshi Kaneshiro"
"0085764","Joysticks (film)","300000.0","3952448.0",,"Greydon Clark","Greydon Clark","Joe Don Baker"
,"Le Samouraï",,"39481.0",,"Jean-Pierre Melville","Raymond Borderie","Alain Delon, François Périer, Nathalie Delon"
,"Exam (2009 film)","600000.0","394717.0",,"Stuart Hazeldine","Gareth Ellis-Unwin, Stuart Hazeldine","Chukwudi Iwuji, Gemma Chan, Jimi Mistry, Luke Mably, Pollyanna McIntosh"
,"Adam's Rib","1728000.0","3947000.0",,"George Cukor","Lawrence Weingarten","Katharine Hepburn, Spencer Tracy"
,"Dogfight (film)",,"394631.0",1991-10-04,"Nancy Savoca","Richard Guay","Lili Taylor, River Phoenix"
,"The Magnificent Butcher",,"3945341.4",,"Yuen Woo-ping","Raymond Chow Man-wai","Kwan Tak-hing, Sammo Hung, Yuen Biao"
"0089283","The Holcroft Covenant (film)","1.3E7","393825.0",1985-10-18,"John Frankenheimer","Mort Abrahams","Anthony Andrews, Lilli Palmer, Mario Adorf, Michael Caine, Victoria Tennant"
"0089283","The Holcroft Covenant (film)","8000000.0","393825.0",1985-10-18,"John Frankenheimer","Mort Abrahams","Anthony Andrews, Lilli Palmer, Mario Adorf, Michael Caine, Victoria Tennant"
,"Mister Lonely","8200000.0","393813.0",,"Harmony Korine","Harmony Korine","Anita Pallenberg, Diego Luna, Samantha Morton, Werner Herzog"
"1972663","Into the Abyss (film)",,"393714.0",,"Werner Herzog","Erik Nelson","Michael James Perry, Werner Herzog"
,"B. Monkey",,"39371.0",,"Michael Radford","Nik Powell, Stephen Woolley","Asia Argento"
,"Yanks","6000000.0","3931010.0",,"John Schlesinger","Lester Persky",", Annie Ross, Chick Vennera, Lisa Eichhorn, Rachel Roberts, Richard Gere, Vanessa Redgrave, William Devane"
,"William Shakespeare's Julius Caesar","2070000.0","3920000.0",,"Joseph L. Mankiewicz","John Houseman","Deborah Kerr, Edmond O'Brien, Greer Garson, James Mason, Louis Calhern, Marlon Brando"
"0421229","Mrs. Palfrey at the Claremont","750000.0","3919275.0",,"Dan Ireland","Carl-Jan Colpaert","Anna Massey, Robert Lang, Rupert Friend, The Lady Olivier, Zoë Tapper"
,"The Forgiven (2017 film)",,"39177.0",2018-03-09,"Roland Joffé","Roland Joffé","Eric Bana, Forest Whitaker"
,"The Forgiven (2017 film)",,"39177.0",2017-10-13,"Roland Joffé","Roland Joffé","Eric Bana, Forest Whitaker"
,"Victim (1999 film)",,"3915929.0",,"Ringo Lam","Joe Ma Wai-ho","Amy Kwok, Collin Chou, Sean Lau, Wayne Lai"
,"Whale Music (film)",,"39129.0",,"Richard J. Lewis","Raymond Massey","Maury Chaykin, Paul Gross"
"0081414","Resurrection (1980 film)",,"3910019.0",,"Daniel Petrie","Howard Rosenman","Clifford David, Ellen Burstyn, Eva Le Gallienne, Jeffrey DeMunn, Pamela Payton-Wright, Roberts Blossom, Sam Shepard"
"0041509","The Inspector General (1949 film)","2873000.0","3910000.0",,"Henry Koster","Jerry Wald, Sylvia Fine","Barbara Bates, Danny Kaye, Elsa Lanchester, Walter Slezak"
,"The Marc Pease Experience",,"390584.0",,"Todd Louiso","Bruna Papandrea","Anna Kendrick, Ben Stiller, Ebon Moss-Bachrach"
,"Little Fish (2021 film)",,"39053.0",,"Chad Hartigan","Mattson Tomlin","Jack O'Connell, Olivia Cooke, Raúl Castillo, Soko"
,"Test Pilot (film)","1701000.0","3903000.0",,"Victor Fleming","Louis D. Lighton","Clark Gable, Spencer Tracy"
,"Where the Day Takes You","3000000.0","390152.0",,"Marc Rocco","Philip Anthony McKeon","Alyssa Milano, Balthazar Getty, Dermot Patrick Mulroney, James Le Gros, Lara Flynn Boyle, Nancy McKeon, Peter Dobson, Rachel Ticotin, Ricki Lake, Sean Astin, Stephen Tobolowsky, Will Smith"
,"Hell Ride",,"390128.0",,"Larry Bishop","Larry Bishop, Michael Steinberg, Quentin Tarantino","David Carradine, Dennis Hopper, Larry Bishop, Michael Madsen, Vinnie Jones"
,"Batman (1966 film)","1379000.0","3900000.0",,"Leslie H. Martinson","William Dozier","Adam West, Burgess Meredith, Burt Ward, Cesar Romero, Frank Gorshin, Lee Meriwether"
"0082956","Puberty Blues","800000.0","3900000.0",,"Bruce Beresford","Joan Long","Alan Cassell, Bud Tingwell, Rowena Wallace, Tony Hughes"
,"Royal Wedding","1700000.0","3900000.0",,"Stanley Donen","Arthur Freed","Albert Sharpe, Fred Astaire, Jane Powell, Keenan Wynn, Peter Lawford, The Lady Audley"
"0091472","The Manhattan Project (film)","1.8E7","3900000.0",,"Marshall Brickman","Marshall Brickman","Christopher Collet, Cynthia Nixon, John Lithgow"
,"Earth Girls Are Easy","1.0E7","3900000.0",,"Julien Temple","Tony Garnett","Damon Wayans Sr., Geena Davis, Jeff Goldblum"
,"Sweet Sixteen (2002 film)",,"3900000.0",1925-12-21,"Ken Loach","Rebecca O'Brien","Martin Compston"
,"The Pebble and the Penguin","2.8E7","3900000.0",,"Don Bluth","John Pomeroy","Annie Golden, Jim Belushi, Martin Short, Tim Curry"
"1082051","A Day at the Museum","8700000.0","3900000.0",,"Jean-Michel Ribes","Dominique Besnehard",""
"0087314","La Garce",,"3900000.0",,"Christine Pascal","Alain Sarde",""
"0090171","Tea in the Harem",,"3900000.0",,"Mehdi Charef","Costa-Gavras, Michèle Ray-Gavras",""
"0078197","Dirty Dreamer",,"3900000.0",1978-04-05,"Jean-Marie Périer","Danièle Delorme, Yves Robert","Jacques Dutronc"
"0050631","Les Girls","3400000.0","3900000.0",,"George Cukor","Sol C. Siegel","Gene Kelly, Kay Kendall, Mitzi Gaynor, Taina Elg"
,"A Private War","1.88E7","3900000.0",,"Matthew Heineman","Basil Iwanyk, Charlize Theron, Matthew Heineman","Rosamund Pike, Stanley Tucci"
,"The Fabelmans","4.0E7","3900000.0",,"Steven Spielberg","Kristie Macosko Krieger, Steven Spielberg, Tony Kushner","Judd Hirsch, Michelle Williams, Paul Dano, Seth Rogen"
,"Ponette","2700000.0","3900000.0",,"Jacques Doillon","Alain Sarde","Claire Nebout, Victoire Thivisol"
"0038392","California (1947 film)",,"3900000.0",,"John Farrow","John Farrow, Seton I. Miller","Barbara Stanwyck, Barry Fitzgerald, Ray Milland"
"0050171","Battle Hymn (film)",,"3900000.0",,"Douglas Sirk","Ross Hunter","Anna Kashfi, Dan Duryea, Rock Hudson"
"0053245","Say One for Me","1990000.0","3900000.0",,"Frank Tashlin","Frank Tashlin",""
,"Breakfast on Pluto (film)",,"3900000.0",,"Neil Jordan","Neil Jordan, Stephen Woolley","Brendan Gleeson, Cillian Murphy, Liam Neeson, Stephen Rea"
,"Brick (film)","450000.0","3900000.0",,"Rian Johnson","Ram Bergman","Emilie de Ravin, Joseph Gordon-Levitt, Lukas Haas, Meagan Good, Noah Fleiss, Noah Segan, Nora Zehetner, Richard Roundtree"
,"Horns (film)",,"3900000.0",,"Alexandre Aja","Alexandre Aja, Cathy Schulman, Joe Hill, Joey McFarland, Riza Aziz","Daniel Radcliffe, Heather Graham, James Remar, Joe Anderson, Juno Temple, Max Minghella"
,"The To Do List","1500000.0","3900000.0",,"Maggie Carey","Brian Robbins, Jennifer Todd",", Alia Shawkat, Andy Samberg, Aubrey Plaza, Bill Hader, Christopher Mintz-Plasse, Clark Gregg, Connie Britton, Donald Glover, Johnny Simmons, Rachel Bilson, Scott Porter"
,"The Human Comedy (film)","1000000.0","3900000.0",,"Clarence Brown","Clarence Brown","Frank Morgan"
"0107816","The Little Apocalypse (1993 film)",,"390.0",,"Costa-Gavras","Michèle Ray-Gavras","André Dussollier"
,"The Glimmer Man","4.5E7","39.0",,"John Gray","Julius R. Nasso, Steven Seagal","Bob Gunton, Brian Cox, Michelle Johnson, Steven Seagal"
"2142055","Xingu (film)","14.0","3898283.0",,"Cao Hamburger","Fernando Meirelles","Caio Blat, João Miguel"
"0372334","House of D","6000000.0","388532.0",,"David Duchovny","Jane Rosenthal, Richard Barton Lewis","Anton Yelchin, David Duchovny, Erykah Badu, Frank Langella, Téa Leoni"
,"Hillbilly Elegy (film)","4.5E7","38852.0",,"Ron Howard","Brian Grazer, Ron Howard","Amy Adams, Freida Pinto, Gabriel Basso, Glenn Close, Haley Bennett"
,"The Last Sin Eater (film)","2200000.0","388390.0",,"Michael Landon Jr.","Brian Bird, Michael Landon Jr.","Henry Thomas, Liana Liberato, Louise Fletcher"
,"The Escapist (2008 film)",,"388174.0",,"Rupert Wyatt","Adrian Sturges","Brian Cox, Damian Lewis, Dominic Cooper, Joseph Fiennes, Liam Cunningham, Seu Jorge, Steven Mackintosh"
,"Yoga Hosers","5000000.0","38784.0",,"Kevin Smith","Elizabeth Destro","Austin Butler, Harley Quinn Smith, Johnny Depp, Lily-Rose Depp, Tyler Posey, Vanessa Paradis"
,"Lady Cop & Papa Crook","3.0E7","3877879.0",,"Alan Mak, Felix Chong","John Chong","Eason Chan"
